experiment,img_set,filename,y_shift,x_shift
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-135831,20201209-135831-1,-8.0,0.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-135831,20201209-135831-2,-22.0,11.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-135831,20201209-135831-3,-8.0,3.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-135831,20201209-135831-4,-14.0,3.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-135831,20201209-135831-5,-27.0,4.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-135831,20201209-135831-6,-6.0,1.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-135831,20201209-135831-7,9.0,-12.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-144237,20201209-144237-0,-6.0,1.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-144237,20201209-144237-1,-6.0,1.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-144237,20201209-144237-2,-14.0,0.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-144237,20201209-144237-3,-2.0,6.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-144237,20201209-144237-4,-14.0,6.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-144237,20201209-144237-5,-15.0,9.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-144237,20201209-144237-6,-9.0,2.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-144237,20201209-144237-7,4.0,-16.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-145716,20201209-145716-0,-7.0,2.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-145716,20201209-145716-1,-12.0,0.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-145716,20201209-145716-2,-17.0,-41.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-145716,20201209-145716-3,0.0,7.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-145716,20201209-145716-4,-17.0,7.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-145716,20201209-145716-5,0.0,8.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-145716,20201209-145716-6,-7.0,3.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-145716,20201209-145716-7,6.0,-18.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-151200,20201209-151200-0,-7.0,3.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-151200,20201209-151200-1,-9.0,2.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-151200,20201209-151200-2,-19.0,-41.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-151200,20201209-151200-3,-2.0,7.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-151200,20201209-151200-4,-18.0,6.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-151200,20201209-151200-5,-3.0,8.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-151200,20201209-151200-6,-105.0,1.0
20201209_CCI_Normalization_Microscopy_Split_room_temp,20201209-151200,20201209-151200-7,0.0,-23.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-111945,20201210-111945-0,2.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-111945,20201210-111945-1,4.0,-2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-111945,20201210-111945-2,-2.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-111945,20201210-111945-3,3.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-111945,20201210-111945-4,-8.0,5.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-111945,20201210-111945-5,-25.0,2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-111945,20201210-111945-6,1.0,-3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-111945,20201210-111945-7,-6.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-113425,20201210-113425-0,-1.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-113425,20201210-113425-1,13.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-113425,20201210-113425-2,-6.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-113425,20201210-113425-3,5.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-113425,20201210-113425-4,-3.0,8.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-113425,20201210-113425-5,-5.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-113425,20201210-113425-6,2.0,2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-113425,20201210-113425-7,-7.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-114902,20201210-114902-0,-3.0,2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-114902,20201210-114902-1,13.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-114902,20201210-114902-2,1.0,-2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-114902,20201210-114902-3,3.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-114902,20201210-114902-4,-1.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-114902,20201210-114902-5,-6.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-114902,20201210-114902-6,-18.0,2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-114902,20201210-114902-7,-7.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-120344,20201210-120344-0,-4.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-120344,20201210-120344-1,3.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-120344,20201210-120344-2,-5.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-120344,20201210-120344-3,-4.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-120344,20201210-120344-4,-3.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-120344,20201210-120344-5,-5.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-120344,20201210-120344-6,2.0,-3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-120344,20201210-120344-7,-15.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-121825,20201210-121825-0,-4.0,2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-121825,20201210-121825-1,7.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-121825,20201210-121825-2,-2.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-121825,20201210-121825-3,1.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-121825,20201210-121825-4,2.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-121825,20201210-121825-5,-3.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-121825,20201210-121825-6,0.0,-2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-121825,20201210-121825-7,-13.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-123304,20201210-123304-0,-2.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-123304,20201210-123304-1,15.0,-3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-123304,20201210-123304-2,-23.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-123304,20201210-123304-3,4.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-123304,20201210-123304-4,-2.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-123304,20201210-123304-5,-8.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-123304,20201210-123304-6,-3.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-123304,20201210-123304-7,-3.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-124746,20201210-124746-0,-4.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-124746,20201210-124746-1,14.0,-2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-124746,20201210-124746-2,-3.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-124746,20201210-124746-3,7.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-124746,20201210-124746-4,0.0,4.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-124746,20201210-124746-5,-6.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-124746,20201210-124746-6,-6.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-124746,20201210-124746-7,-4.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-130229,20201210-130229-0,-11.0,2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-130229,20201210-130229-1,9.0,-3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-130229,20201210-130229-2,0.0,-2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-130229,20201210-130229-3,1.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-130229,20201210-130229-4,-8.0,5.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-130229,20201210-130229-5,-4.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-130229,20201210-130229-6,-16.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-130229,20201210-130229-7,-4.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-131712,20201210-131712-0,-3.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-131712,20201210-131712-1,12.0,-3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-131712,20201210-131712-2,-1.0,-2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-131712,20201210-131712-3,3.0,-2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-131712,20201210-131712-4,-5.0,5.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-131712,20201210-131712-5,-2.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-131712,20201210-131712-6,2.0,-4.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-131712,20201210-131712-7,-7.0,-2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-133147,20201210-133147-0,0.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-133147,20201210-133147-1,9.0,-3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-133147,20201210-133147-2,0.0,-3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-133147,20201210-133147-3,-7.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-133147,20201210-133147-4,8.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-133147,20201210-133147-5,-5.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-133147,20201210-133147-6,-5.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-133147,20201210-133147-7,-10.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-134627,20201210-134627-0,-9.0,2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-134627,20201210-134627-1,17.0,-3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-134627,20201210-134627-2,-2.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-134627,20201210-134627-3,0.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-134627,20201210-134627-4,-1.0,2.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-134627,20201210-134627-5,-3.0,1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-134627,20201210-134627-6,-18.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-134627,20201210-134627-7,-9.0,-1.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-140110,20201210-140110-0,-11.0,3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-140110,20201210-140110-1,16.0,65.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-140110,20201210-140110-2,-3.0,-3.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-140110,20201210-140110-3,7.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-140110,20201210-140110-4,-3.0,5.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-140110,20201210-140110-5,-25.0,9.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-140110,20201210-140110-6,0.0,0.0
20201210_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201210-140110,20201210-140110-7,-3.0,-1.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-130123,20201215-130123-0,-3.0,-1.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-130123,20201215-130123-1,-6.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-130123,20201215-130123-2,-6.0,1.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-130123,20201215-130123-3,0.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-130123,20201215-130123-4,0.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-130123,20201215-130123-5,0.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-130123,20201215-130123-6,0.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-130123,20201215-130123-7,0.0,-3.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-131605,20201215-131605-0,31.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-131605,20201215-131605-1,0.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-131605,20201215-131605-2,0.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-131605,20201215-131605-3,2.0,1.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-131605,20201215-131605-4,17.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-131605,20201215-131605-5,1.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-131605,20201215-131605-6,0.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-131605,20201215-131605-7,-7.0,-3.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-133045,20201215-133045-0,-2.0,2.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-133045,20201215-133045-1,0.0,-2.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-133045,20201215-133045-2,0.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-133045,20201215-133045-3,6.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-133045,20201215-133045-4,5.0,3.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-133045,20201215-133045-5,2.0,1.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-133045,20201215-133045-6,4.0,3.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-133045,20201215-133045-7,-2.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-134531,20201215-134531-0,16.0,-2.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-134531,20201215-134531-1,0.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-134531,20201215-134531-2,-3.0,1.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-134531,20201215-134531-3,5.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-134531,20201215-134531-4,14.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-134531,20201215-134531-5,3.0,6.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-134531,20201215-134531-6,0.0,2.0
